Imagem_Original,Imagem_Resultado,TAG_Lida,Tipo,Classe,Status
0.jpg,resultado_0.jpg,FAIL OPEN,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FAIL CLOSE,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,(OR),Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FO,Fail Open,Falha de Válvula,Identificado
0.jpg,resultado_0.jpg,FC,Fail Close,Falha de Válvula,Identificado
0.jpg,resultado_0.jpg,FAIL LOCKED,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FAIL INDETERNINE,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FL,Fail Locked,Falha de Válvula,Identificado
0.jpg,resultado_0.jpg,CHEMICALERGINEE [NGWORD COM,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FAIL LASTIDRIFT OPEN,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FAIL LASTIDRIFT CLOSE,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FLIDO,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FLIDC,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,LID,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FAIL LAST/DRIFT OPEN,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,FAIL LASTLDRIFT OPEN,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,NGWORD COM,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,CHEMICALER,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,OC,Não cadastrado,Não cadastrado,Desconhecido
0.jpg,resultado_0.jpg,PE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,38BJ FAIL,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,PE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 38,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL CLOSE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,(OR),Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FO,Fail Open,Falha de Válvula,Identificado
resultado_0.jpg,resultado_resultado_0.jpg,FC,Fail Close,Falha de Válvula,Identificado
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 2OBJ',Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LOCKED,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,25,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL INDETERNINE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 2OBJ21,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FL,Fail Locked,Falha de Válvula,Identificado
resultado_0.jpg,resultado_resultado_0.jpg,QJJQ0,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LAST/DRIFT QPEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LASTLDRIFT,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,CLOSE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBI1,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LDO,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LDC,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,3OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LASTIDRIFT_,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LAST DRIFT,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,IFT  CLOSE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ=,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LA,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,EA,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,TIDRIFT,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LAST/DRIFT OPEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LD,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LASTIDRIFT OOPEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LAST,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,TIDRIFT {OPEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,20BJ21,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,NAWORLDCOM,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,NGWORID COM,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,RN,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 2OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,FAIL LOCKEDZS,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,CHEMICALEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,CHEMICALER,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,LOCKED,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,F,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 3OBJ3,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 3OBJ 3,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 3OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,SE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 38BJ 40,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OBJ 38BJ40,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,OPE,Não cadastrado,Não cadastrado,Desconhecido
resultado_0.jpg,resultado_resultado_0.jpg,JOBJ 38,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,ZU,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,LSH,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,FE,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,RESERVOIR DU HAUT,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,EAU,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,RESERVOIR,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,AHH,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,RESERVC,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,LAH,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,LUMIEFE,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,ALARMEL,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,HMY,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,HMS,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,19-2,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,LAHH,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,ME,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,'LAHH,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,HV,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,LUMI EFE,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,3217,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,Z,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,19,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,TUUUT,Não cadastrado,Não cadastrado,Desconhecido
1.jpg,resultado_1.jpg,LIC,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,LIC,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,41,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,HV,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,42,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,RESERVC,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,LAH,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,ME,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,HMY,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,HMS,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,1-2,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBI,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,0BZ,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,LSH,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,FE,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,LAHH,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,IR DU HAU,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,EAU,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 11,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 12,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,ALARME,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 6,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ =,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 5,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,3-2,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBI2,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,19-2,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,EFE,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 24,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 8,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 26,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 13,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,"13-""",Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,RESERVC IR) DU HAU,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,LUMIEFE &LACME,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBL2,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 0,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 1,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,32-~,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,Z,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 30,Não cadastrado,Não cadastrado,Desconhecido
resultado_1.jpg,resultado_resultado_1.jpg,OBJ 28BJ 29,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,"THE BELOW P&ID, PLEASE ANSWER THE QUESTIONS.",Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PREMIX PRODUCT,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSH |1,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PRODUCT,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,WATER,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,WVATER,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,WATPI,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,TANK,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,5 KW,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSLI2,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,STORAGE,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSLSI ZSLAT,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,TANK 2,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,TANK 3,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,AF2,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,AF3,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,453,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,AS2,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,2SL3|,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,CV6,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,BARREL,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,SYMBOL:,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,HEAT EXCHANGER,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PUMP,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,TWO FLOWRATES PUMP,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ELECTRICAL HEAT EXCHANGER,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,LIST THE MAJOR PIECES OF EQUIPMENT:,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,YOU DO NOT HAVE TO INCLUDE PUMPS AND HEAT,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,EXCHANGERS.,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,USING,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,CHANGERS,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PUMPS,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PMEN,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ICCES,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,EXCHANGER,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PSL,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSH,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSLSI IZSL4I,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSL3|,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,2V6,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ZSLA,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,121,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ASL,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ANK 2,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,ANSW,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,UESTIONS.,Não cadastrado,Não cadastrado,Desconhecido
10.jpg,resultado_10.jpg,PLEASE,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 5,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBI,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PSL,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 11,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,BARREL,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 10,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OB,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 6,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,AF2,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,AF3,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ORAGE,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,STORAGE,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 28,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,453,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,36,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,R7 OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,LLHH,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSL4T,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 60,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,WATER_,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ},Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,KW,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,CBJ 29,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSL2_,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PRODUCT,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSH ||,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,WVATER,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 16,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OL,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 48,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,121,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBI 4,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSLI2,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ATER,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 14,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,SLSI ZSLA,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,AS2,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,L3I,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,QHJI,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PRODU,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 52,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,WATER,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,JOBJ 14,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,L51,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSLA,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,D,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 2,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 66,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 64,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 65,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,"USING THE BELOW P&ID, PLEASE ANSWER THE",Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,UESTIONS,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ 19,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PREMIX PRODUCT,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSH |1,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PRODY,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,[OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,"0,5KW",Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBI44,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,LHH,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OB_,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSLAT,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,UBJ 29,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ZSL,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBI6,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,@BARREL,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,OBJ5,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,SYMBOL:,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,HEATEXCHANGEV,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PUMP,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,TWO FILOVRATES PUMP,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,LECTRICA,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,NEAT EXCHANGEI,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,LISBTHE MAJOR PIECESJOF EQUIPMEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,YOU DO NOT HAVE TO INCLUDE PUMPS]AND HEAT,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,C,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,[CHANGERS,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,CHANGERS,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,PUMPS,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,UPMEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ECES,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,ISBTHE,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,NEAT EXCNANGEN,Não cadastrado,Não cadastrado,Desconhecido
resultado_10.jpg,resultado_resultado_10.jpg,UESLIONS.,Não cadastrado,Não cadastrado,Desconhecido
