Imagem_Original,Imagem_Resultado,TAG_Lida,Tipo,Classe,Status
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 32,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 35,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 34,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 31,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBI30,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 15,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ29,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBILZ,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,PII,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,FB,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,LO,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,0013,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 27,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 5,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,3,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBIZO,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJZ,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,4BI28,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 21,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 17,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 18,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 2,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 16,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBI,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBI29,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,PI,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,FB/LO,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBI27,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBI2O,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ17,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 2 IPBJ 16,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBI_,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,JBI_,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,B,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,001,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,0,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,00,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,LO,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,FB,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,LC,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,S3:,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,0,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,LC X,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,DAL,Não cadastrado,Não cadastrado,Desconhecido
102.jpg,resultado_102.jpg,10L,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,OBJ 5,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,OBJ 4,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,LO,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,OBJ 8,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,FB,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,LC,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,OBJ $,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,FBB,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,OBJ 6,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,O,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,4L4,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,10,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,FB2,Não cadastrado,Não cadastrado,Desconhecido
resultado_102.jpg,resultado_resultado_102.jpg,"""B",Não cadastrado,Não cadastrado,Desconhecido
103.jpg,resultado_103.jpg,Nenhuma,N/A,N/A,Sem leitura
resultado_103.jpg,resultado_resultado_103.jpg,OBJ 1,Não cadastrado,Não cadastrado,Desconhecido
resultado_103.jpg,resultado_resultado_103.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_103.jpg,resultado_resultado_103.jpg,OBJ 3,Não cadastrado,Não cadastrado,Desconhecido
resultado_103.jpg,resultado_resultado_103.jpg,OBL,Não cadastrado,Não cadastrado,Desconhecido
resultado_103.jpg,resultado_resultado_103.jpg,OBJ .,Não cadastrado,Não cadastrado,Desconhecido
resultado_103.jpg,resultado_resultado_103.jpg,OB,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,>15A-V,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,MA-V,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,NOTE,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,1,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,PSET=I0.O1MPAG,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,JOO#,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,30,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,~,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,1.90,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,3/4,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,SP,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,900#,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,64,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,8,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,FB /LO,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,0013,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,G,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,"3""_PI",Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,9.85,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,EL+266900,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,LG,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,0031,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,3,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,EL+265000,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,BY_ VENDOR,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,"4""X2""",Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,BDO04-15A-E,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,"2""-BDO04-154",Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,5,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,NOTE 7,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,3/4',Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,LV,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,12,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,0001,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,"4""X2",Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,LC,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,FC,Fail Close,Falha de Válvula,Identificado
104.jpg,resultado_104.jpg,"4""X2'",Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,DOO,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,004,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,5000,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,900,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,"3/4""",Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,ILA],Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,MOTF,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,30O,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,PSV,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,PSET=10.01MPAG,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,0010,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,P0G8,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,7.90,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,2O0H,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,FB/LO,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,15A,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,PS,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,0O1,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,O0,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,PSET-I0.01MPAG,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,4,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,+265000,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,)004-15A-,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,[+8,Não cadastrado,Não cadastrado,Desconhecido
104.jpg,resultado_104.jpg,LV_DO1,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 25,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OPIT,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 24,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 23,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,3,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,V MA_V,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,NOTE,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,1,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"0BIZ """,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,POG8,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,@UJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,3/47,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,NQTE,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,FB/LO,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 18,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,00,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,PBJZO,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"3""_P",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,9.85,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 11,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,EL+266900,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 36,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,0031,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"OBJ """,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 35,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,265000,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,BY_ VENDOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBI34,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ-,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"4""X2",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 7,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,5A_F,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,5,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"OBJ 2,OBJ",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,3/4',Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,LV,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,0001,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,LC,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,FC,Fail Close,Falha de Válvula,Identificado
resultado_104.jpg,resultado_resultado_104.jpg,"4""X2""",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,PS,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,FSET=10.01MPAG,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 20,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,~300,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,Z0,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,PO98,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,90,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,~,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ .,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,FB /LO,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,EL+2669001,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 9,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ -,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,45A_F,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 2 OBJ 27,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,NOTE 5,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,26,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,30,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,12,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"4""X2'",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,8,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"3/4""",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,BJ 5,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,004-15A-,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,[+8,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 3,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,ABJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,BY_VENDOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 2OBJ 27,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,NQOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,31,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,001,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,XIT 265000,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,0O1,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBJ 39,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,"3""_PE",Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,POG8=,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,OBIZ %,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,L,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,M1A_V,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,FSET=10.O1MPAG,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,ZC,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,@UIL,Não cadastrado,Não cadastrado,Desconhecido
resultado_104.jpg,resultado_resultado_104.jpg,VOTE,Não cadastrado,Não cadastrado,Desconhecido
105.jpg,resultado_105.jpg,5.20,Não cadastrado,Não cadastrado,Desconhecido
105.jpg,resultado_105.jpg,"3""14""",Não cadastrado,Não cadastrado,Desconhecido
